,title,area,numberOfRooms,price,town,district
8331,***MARMARAY'ın dibinde .....5+1.........D­UBLEKS........220 m2***,220.0,5+1,2.320.000,Merkez,İstasyon Mh.
8332,"AKASYA,DAN 3 ETAP 508 ADA,DA SATILIK 110M2 3+1 KREDİYE UYGUN...",130.0,3+1,3.325.000,Halkalı,Atakent Mah.
8333,RAVZA'DAN ÜST HATBOYU'NDA 2+1 ARA KAT DAİRE,100.0,2+1,1.350.000,Merkez,Cumhuriyet Mah.
8334,KÜÇÜKÇEKMECE YENİMAHALLE SATILIK 3+1 145 m2 DAİRE,145.0,3+1,2.400.000,Cennet,Yeni Mahalle Mah.
8335,TOKİ GÖL KONUTLARINDA 2+1 SATILIK FIRSAT DAİRE,84.0,2+1,1.950.000,Merkez,İstasyon Mh.
8336,Halkalı merkez mahallesi 4+1 satılık 120 m2,120.0,4+1,1.600.000,Halkalı,Halkalı Merkez Mh.
8337,Satılık yeşilovada 2+1 85 metre kare kat mülkiyetli 1.kat,90.0,2+1,1.875.000,Sefaköy,Yeşilova Mh.
8338,İREM EMLAK'tan ACİL ÇOK GÜZEL KONUMDA 3+2 160m2 DUBLEX,160.0,3+2,2.009.000,Sefaköy,İnönü Mh.
8339,ACİLL SATILIK,90.0,2+1,1.300.000,Sefaköy,Tevfik Bey Mah.
8340,GÜNCEL! SATILIK! Toki Halkalı AKASYA 1 Sitesi 3+1,155.0,3+1,3.520.000,Halkalı,Atakent Mah.
8341,LOUNGE 2 SİTESİNDE FUUL PEYZAJJ HAVUZ MANZARALI 2+1 SATILIK,113.0,2+1,4.500.000,Halkalı,Atakent Mah.
8342,ATAKENT 3 TE SATILIK 3+1 DAİRE 507 ADA BİLFEN KOLEJİ YANI,132.0,3+1,3.500.000,Halkalı,Atakent Mah.
8343,GÜLTEPE'DE 2+1 SATILIK 90 m2 2.KAT CAM BALKONLU TERTEMİZ DAİRE,90.0,2+1,1.850.000,Merkez,İstasyon Mh.
8344,NURSİM'DEN TORKAM E5'DE SATILIK 1+1 RESIDANCE DAİRE,55.0,1+1,2.250.000,Sefaköy,Kartaltepe Mah.
8345,KÜÇÜKÇEKMECENİN EN GÖZDE LOKASYONUNDA FULL YAPILI KAÇMAZ FIRSAT,105.0,2+1,2.150.000,Merkez,Fatih Mah.
8346,TEVFİKBEY'DE 2+1 MASRAFSIZ MERKEZİ KONUMDA SATILIK DAİRE,105.0,2+1,1.080.000,Sefaköy,Tevfik Bey Mah.
8347,AVRUPA 4 SİTESİNDE 138 m2 SATILIK 2+1 DAİRE,138.0,2+1,4.300.000,Sefaköy,İnönü Mh.
8348,SAHİBİNDEN KÜÇÜKÇEKMECE FATİH MAHALLESİ GÖLPLUS EVLERİ 3+1,115.0,3+1,3.550.000,Merkez,Fatih Mah.
8349,KÜÇÜKÇEKMECE CUMHURİYET MH SATILIK ASANSÖRLÜ GENİŞ 3+1 DAİRE,140.0,3+1,2.900.000,Merkez,Cumhuriyet Mah.
8350,TEMA İSTANBUL'DA SATILIK 2+1 130M2 GÖL MANZARALI GÜNEYBATI CEPHE,130.0,2+1,5.250.000,Halkalı,Atakent Mah.
8351,HALKALI BEZİRGANBAHÇE ÜST BÖLGEDE YAPILI MÜKEMMEL DAİRE.,95.0,2+1,1.950.000,Merkez,İstasyon Mh.
8352,TEMA İSTANBUL DA 4+1 SATILIK BAHCE KATI,196.0,4+1,9.500.000,Halkalı,Atakent Mah.
8353,Konumu güzel yatırımlık daire,135.0,2+1,899.000,Halkalı,Mehmet Akif Mah.
8354,TORUN GAYRİMENKULDEN FEVZİ ÇAKMAK MAH.3+1 ASANSÖRLÜ ARAKAT DAİRE,140.0,3+1,2.250.000,Sefaköy,Fevzi Çakmak Mh.
8355,ARENA PARKA YAKİN İSKANLİ ARAKAT DAİRE,85.0,2+1,1.275.000,Halkalı,Atatürk Mh.
8356,ELITE GAYRIMENKUL'DEN KÜÇÜKÇEKMECE'DE SATILIK 165 m2 3+1 DAİRE,165.0,3+1,3.080.000,Merkez,Cumhuriyet Mah.
8357,ROYAL'DEN KANARYA MAH'DE 1+1 K.UYGUN YATIRIMLIK DAİRE !!,60.0,1+1,745.000,Merkez,Kanarya Mah.
8358,"BEYDAĞI EMLAK'TAN Göl Manzaralı 2+1 , 100m2 Satılık Lüx Daire",100.0,2+1,2.500.000,Merkez,Kanarya Mah.
8359,Beydağı Emlak'tan Cadde Üzeri Ön Cephe 3+1 Satılık Daire,135.0,3+1,2.000.000,Merkez,Kanarya Mah.
8360,HALKALI BİZİMMAHALLE 2.ETAP 3+1 3.200.000 DEVİRLİ,162.0,3+1,4.536.500,Halkalı,Halkalı Merkez Mh.
8361,AILE APARTMANINDA GENIS VE KULLANISLI 3+1 DAIRE,151.0,3+1,1.142.500,Sefaköy,İnönü Mh.
8362,SATILIK TERS DUBLEX YENİ BİNA TEK YETKİLİSİYİZ,190.0,3+1,1.850.000,Sefaköy,Tevfik Bey Mah.
8363,KÜÇÜKÇEKMECE MARMARAY A YAKIN YATIRIMLIK FIRSAT 1+1 DAİRE,60.0,1+1,1.800.000,Merkez,İstasyon Mh.
8364,ALTINTAŞ EMLAK DAN İNÖNÜ MAH SATILIK 2+1 BALKONLU Y. GİRİŞ DAİRE,75.0,2+1,1.050.000,Sefaköy,İnönü Mh.
8365,HALKALI KUTLUTAŞTA 2+1 DAİRE,110.0,2+1,2.350.000,Halkalı,Atakent Mah.
8366,MKA KONUT EMLAK A.Ş. SATILIK 2+1 80M2 6.KAT DAİRE,85.0,2+1,725.000,Halkalı,Mehmet Akif Mah.
8367,DORUK GROUPTAN Gökkuşağı başak sitesinde satılık lüks daire2.kat,90.0,2+1,1.310.000,Halkalı,Halkalı Merkez Mh.
8368,ROYAL EMLAK'TAN FEVZİÇAKMAK'TA 2+1 70m2 BAHÇELİ BAHÇE KATI DAİRE,75.0,2+1,1.000.000,Sefaköy,Fevzi Çakmak Mh.
8369,BİZİM MAHALLE'DE EN UYGUN FİYATLI 3+1 160m2,160.0,3+1,2.950.000,Halkalı,Halkalı Merkez Mh.
8370,GÜNEŞ KAYA DAN FEVZİÇAMAK MAHALLESİN DE 3+1 130m2 5.KAT DAİRE,130.0,3+1,950.000,Sefaköy,Fevzi Çakmak Mh.
8371,ERA GAYRIMENKUL-MAVİGÖL SİTESİNDE GÖL MANZARALI 3+1 LÜX DAİRE,130.0,3+1,3.475.000,Merkez,Cumhuriyet Mah.
8372,MNK'DAN CUMHURİYET MAHALLESİ'NDE 3+1 REZİDANS DAİRE,130.0,3+1,2.550.000,Merkez,Cumhuriyet Mah.
8373,REAL EXPERT'TEN LOUNGE 1 2+1 SATILIK DAİRE.,103.0,2+1,3.575.000,Halkalı,Atakent Mah.
8374,"""Tek yetkili""SECRET HOUSE'DAN 3+1 hisseli arakat",160.0,3+1,1.800.000,Merkez,Cumhuriyet Mah.
8375,PINARBAŞI GAYRIMENKUL ATATÜRK MAH 4 KATLI 36 M2 HISSELI 140M2,150.0,3+1,965.000,Halkalı,Atatürk Mh.
8376,K.ÇEKMECE YENİ MAHALLEDE YENİ BİNADA SATILIK 1+1 FIRSAT DAİRE,75.0,1+1,925.000,Cennet,Yeni Mahalle Mah.
8377,SEFAKÖY TEVFİK BEY MAH MERKEZİ KONUMLU TADİLAT LI GÜNEY CEPHELI,130.0,3+1,1.750.000,Sefaköy,Tevfik Bey Mah.
8378,LOUNGE 2.. ATAKENT İN EN PRESTİJLİ AİLE SİTESİNDE 1+1,74.0,1+1,2.325.000,Halkalı,Atakent Mah.
8379,AYDINLI EMLAK'TAN CADDE ÜSTÜ KREDİYE UYGUN SATILIK 1+1 DAİRE,65.0,1+1,650.000,Sefaköy,İnönü Mh.
8380,SATILIK 2+1 KUZEY CEPHE 75m'2 MASRAFSIZ KULLANIŞLI BAHÇE KAT,75.0,2+1,535.000,Halkalı,Atatürk Mh.
8381,KÜÇÜKÇEKMECE HALKALI İSTASYON MAH. YENİ SİTE 2+1,90.0,2+1,1.800.000,Merkez,İstasyon Mh.
8382,İSA YAPIDAN KANARYA CUMHURİYET SINIRINDA 3+1 140M2 DAİRE,140.0,3+1,1.500.000,Merkez,Kanarya Mah.
8383,ERVA'dan KEMALPAŞA'da SATILIK SIFIR KREDİLİ 2+1 85m 1.KAT DAİRE,85.0,2+1,1.800.000,Sefaköy,Kemalpaşa Mh.
8384,İSA YAPIDAN CUMHURİYETTE MARMARAYA YAKIN ASANSÖRLÜ 2+1 DAİRE,100.0,2+1,945.000,Merkez,Cumhuriyet Mah.
8385,ÇNR GAYRİMENKUL'DEN CUMHURİYET MAH 3+1 120M² 2.KAT KULLANIŞLI,130.0,3+1,1.190.000,Merkez,Cumhuriyet Mah.
8386,kanaryada 2+1 80m2 Bahçekati daire 4 yıllık binada merkezde,80.0,2+1,740.000,Merkez,Kanarya Mah.
8387,ATAKENT LOUNGE 1 SİTESİNDE FULL PEYZAJ MANZARALİ ARA KAT DAİRE,110.0,2+1,3.750.000,Halkalı,Atakent Mah.
8388,RE/MAX ÇETİNDEN BEZİRGANBAHÇE TOKİ PEMBE BLOKTA SATILIK 2+1DAİRE,94.0,2+1,1.850.000,Merkez,İstasyon Mh.
8389,Nivo İstanbul Satılık 1+1 Tapulu Çok Ferah Satılık Daire,72.0,1+1,3.250.000,Sefaköy,İnönü Mh.
8390,İSTANBUL SARAYLARINDA FUL MANZARALI 2+1 BALKONLU BOŞ DAİRE,128.0,2+1,4.750.000,Halkalı,Atakent Mah.
8391,ORJİN EMLAK'TAN DUMANKAYA KONSEPT'TE SİTESİNDE SATILIK 1+1 DAİRE,60.0,1+1,1.850.000,Halkalı,Atakent Mah.
8392,DK GROUP'TAN AZ KATLİ BİNADAN GÜNEY CEPHE 3+1 DAIRE KAT/2,140.0,3+1,1.250.000,Halkalı,Mehmet Akif Mah.
8393,SATILIK 3+1 SIFIR LÜKS DAİRE,100.0,3+1,1.580.000,Halkalı,Halkalı Merkez Mh.
8394,HALKALIDA YÜKSEK ÇATILI SATILIK DUBLEKS,200.0,4+2,2.100.000,Halkalı,Halkalı Merkez Mh.
8395,MERKEZ GAYRİMENKUL ' DEN 85m2 2+1 4.KAT BAKIMLI GÜNEY CEPHE,85.0,2+1,764.000,Halkalı,Mehmet Akif Mah.
8396,SOYAK PARK APARTS EŞYALI SATILIK 1+1__47 m2 HAVUZ CEPHE,47.0,1+1,1.480.000,Halkalı,Atakent Mah.
8397,YENİ MAHALLE DE ARAKAT 2+1 EBEVEYN BANYOLU NEZİH BÖLGEDE SIFIR,90.0,2+1,2.350.000,Cennet,Yeni Mahalle Mah.
8398,SULTANMURAT KÖPRÜ SOKAKTA BAHÇELİ LÜKS 1.SINIF BAHÇE KATI DAİRE,95.0,2+1,1.150.000,Sefaköy,Sultan Murat Mah.
8399,MERKEZ İNŞAAT ' TAN 2 AYA ANAHTAR TESLİM DAİRELER ...,70.0,1+1,795.000,Halkalı,Mehmet Akif Mah.
8400,MİMARSİNAN dan CENNET KORU da ACİL SATILIK 3+1 DAİRE,160.0,3+1,5.900.000,Merkez,Cumhuriyet Mah.
8401,# MEGA GAYRİMENKUL # BLUE LAKE 1+1 H BLOK 6. KAT NET 63m2 1+1,75.0,1+1,3.300.000,Merkez,Fatih Mah.
8402,Küçükçekmece cennet Mah.2+1 80 m2 Balkonlu yüksek Ğiriş daire,85.0,2+1,1.800.000,Cennet,
8403,TORUNGAYRİMEN­KUL'KEMALPAŞA MH.YÜKSEK KİRA GETİRİLİ FIRSAT DAİRE,85.0,2+1,750.000,Sefaköy,Kemalpaşa Mh.
8404,IHLAMUR EVLERİ SATILIK 4+1 BOŞ DAİRE... HEMEN TESLİM,188.0,4+1,6.475.000,Halkalı,Atakent Mah.
8405,FIRSAT! DUMANKAYA MİKS YÜKSEK KAT BOŞ SATILIK 2+1,104.0,2+1,2.350.000,Halkalı,Atakent Mah.
8406,"İSTANBUL LOUNGE'DE SATILIK DAİRE 3+1,156 M2,PEYZAJ MANZARA",156.0,3+1,6.000.000,Halkalı,Atakent Mah.
8407,FIRSAT 2+1 İST LOUNGE 2 KAPALI MUTFAK PEYZAJ MANZ BÜYÜK DAİRE!,113.0,2+1,3.600.000,Halkalı,Atakent Mah.
8408,FIRSAT 2+1 İST LOUNGE 2 KAPALI MUTFAK PEYZAJ MANZ BÜYÜK DAİRE!,113.0,2+1,3.600.000,Halkalı,Atakent Mah.
8409,OĞUZDAN ATAKENT 3.ETAPTA 1+1 57M2,65.0,1+1,1.640.000,Halkalı,Atakent Mah.
8410,ULUSOY'DAN FEVZİÇAKMAK'TA İSKANLI2+1 80m2 A.MUTFAKLI Y.GİRİŞ,85.0,2+1,1.500.000,Sefaköy,Fevzi Çakmak Mh.
8411,ÇİFT BALKON İÇİ YAPILI TEMİZ. FIRSAT DAİRE,155.0,3+1,1.700.000,Sefaköy,Fevzi Çakmak Mh.
8412,MİROĞLU GAYRİMENKUL'DAN ACİLL SATILIK FULL TADİLATLI DAİRE!!,70.0,2+1,625.000,Sefaköy,İnönü Mh.
8413,SÇEŞME MAH. KADRİYEMOROĞLU YAKINI SIFIR 2+1 80 M2 SIFIR ARAKAT D,80.0,2+1,1.270.000,Sefaköy,Söğütlü Çeşme Mh.
8414,SEFAKÖY MERKEZDE YATIRIMLIK KREDİYE UYGUN 2+1 SATILIK DAİRE,115.0,2+1,1.450.000,Sefaköy,Kemalpaşa Mh.
8415,SEFAKÖY DE 2+1.75 M2 DAİRE KAÇIRMAYIN 440 BİN TL ESRA EMLAK,95.0,2+1,440.000,Sefaköy,Sultan Murat Mah.
8416,İNÖNÜ MAH.İTFAİYE 'YE YAKIN 1+1 70 M2 BAHÇE KATI 760.000 TL,70.0,1+1,760.000,Sefaköy,İnönü Mh.
8417,ATAKENT TOKİ KARDELEN SİTESİ 132M2 3+1 MANZARALI SATILIK DAİRE,132.0,3+1,3.650.000,Halkalı,Atakent Mah.
8418,YEŞİLOVA MAH. FLORYA METROBÜS DURAĞININ DİBİ 2+1 YÜKSEK GİRİŞ,88.0,2+1,1.650.000,Sefaköy,Yeşilova Mh.
8419,GÜLTEPE MAH METROBÜSE VE OKULLARA YAKIN AMERİKAN MUTFAK 2+1 B.KT,75.0,2+1,950.000,Sefaköy,Gültepe Mh.
8420,SOYAK OLİMPİAKENT 11.BÖLGEDE TEMİZ FERAH 1+1 SATILIK DAİRE,60.0,1+1,2.000.000,Halkalı,Atakent Mah.
8421,sefaköy gültepede %15hisseli 3+1 130m2arakat masrafsız yatırımlk,130.0,3+1,1.250.000,Sefaköy,Gültepe Mh.
8422,ÜLKEM'DEN YENİMAHALLEDE GENİŞ MUTFAKLI ASANSÖRLÜ LÜX DUBLEKS,220.0,3+2,2.650.000,Cennet,Yeni Mahalle Mah.
8423,RAVZA'DAN SULTAN MURAT MAHALLESİNDE 2+1 SATILIK DAİRE,70.0,2+1,900.000,Sefaköy,Sultan Murat Mah.
8424,ÜLKEM'DEN KANARYA MAH OTOPARKLI İSKANLI 2+1 SATILIK YÜKSEK GİRİŞ,85.0,2+1,1.150.000,Merkez,Kanarya Mah.
8425,ÜLKEM'DEN SULTANMURAT MAH 4+2 190 m² FERAH ASANSÖRLÜ DUBLEKS,190.0,4+2,2.750.000,Sefaköy,Sultan Murat Mah.
8426,METROBÜSE YAKIN ARSA PAYI YÜKSEK SATILIK DAİRE PAZARLIK PAYI VAR,130.0,3+1,1.370.000,Cennet,
8427,LOUNGE 2 SİTESİNDE FULL PEYZAJ HAVUZ MANZARALI 2+1 SATILIK,113.0,2+1,4.500.000,Halkalı,Halkalı Merkez Mh.
8428,ÜLKEM'DEN KARTALTEPE MAH MERKEZİ KONUMDA 1+1 HİSSELİ 3.KAT,80.0,1+1,700.000,Sefaköy,Kartaltepe Mah.
8429,ÖZ BULMUSTAN SATILIK YATIRIMLIK 1+1,50.0,1+1,305.000,Halkalı,Mehmet Akif Mah.
8430,DURMAZDAN İSTASYON MAH'DE 2+1 GENİŞ KREDİYE UYGUN BAHÇEKATI,85.0,2+1,1.150.000,Merkez,İstasyon Mh.
8431,POİNT'DEN FATİH MH. 3+1 GÖL MANZARALI SATILIK İSKANLI DAİRE,125.0,3+1,2.550.000,Merkez,Fatih Mah.
8432,Sefaköy İnönü mahallesi merkezi konumda butik site,100.0,2+1,2.450.000,Sefaköy,İnönü Mh.
8433,Acillll Fiat düştü satlık muhteşem lüks dubleks290m,290.0,4+3,2.640.000,Sefaköy,İnönü Mh.
8434,SAHİBİNDEN EŞYALI SİTEDE YATIRIMCIYA KREDİLİ SATILIK DAİRE,85.0,2+1,1.080.000,Sefaköy,Beşyol Mh.
8435,Küçükçekmece'de Göl Manzaralı Satılık 2+1 AraKat,115.0,2+1,3.000.000,Merkez,Cumhuriyet Mah.
8436,AİRPORT 24 BÜYÜK TİP SATILIK 1+1 75 M2 FIRSAT DAİRE,75.0,1+1,1.410.000,Sefaköy,İnönü Mh.
8437,VADİ GAYRİMENKUL'DEN 90m² CUMA PAZARI MEVKİ TADİLATLI 2+1 DAİRE.,95.0,2+1,758.000,Halkalı,Mehmet Akif Mah.
8438,kentsel dönüşüme girmiş,100.0,2+1,1.850.000,Merkez,Fatih Mah.
8439,HALKALI KAVAKLI DA 2+1 75 M2 SATILIK DAİRE,75.0,2+1,1.380.000,Halkalı,Atakent Mah.
8440,CANTÜRK EMLAK'TAN SULTANMURAT'TA BAHÇE TERASLI 3+1 BAHÇEKATI,120.0,3+1,1.500.000,Sefaköy,Sultan Murat Mah.
8441,MİMAR EMLAK'TAN MEHMET AKİFTE KREDİYE UYGUN 1+1 BAHÇE KAT,70.0,1+1,630.000,Halkalı,Mehmet Akif Mah.
8442,ATAKENT 3 ETAP FUL TADİLATLI SATILIK 3+1 DAİRE,135.0,3+1,3.500.000,Halkalı,Atakent Mah.
8443,MİMAR EMLAK'TAN ATATÜRK MAH. SIFIR BİNA GÜNEY CEPHE 2+1 1.KAT,95.0,2+1,1.550.000,Halkalı,Atatürk Mh.
8444,KANARYA MAH. SATILIK TAPU MASRAFSIZ ÇİFT TERASLI 3+2 DUBLEKS,160.0,3+2,2.000.000,Merkez,Kanarya Mah.
8445,HALKALI İSTASYON MAHALLESİNDE SATILIK 3+2 (170m2) DUBLEKS DAİRE,170.0,3+2,2.430.000,Merkez,İstasyon Mh.
8446,SATILIK 3+1 BAKIMLI KULLANIŞLI 120 metre² 5.KAT DAİRE METRO YANI,120.0,3+1,690.000,Halkalı,Mehmet Akif Mah.
8447,ARENA 24 PROJESİ'NDE FIRSAT FİYATLI ACİL 2+1 OFİS & KONUT,80.0,2+1,2.200.000,Halkalı,Halkalı Merkez Mh.
8448,KAYALARDAN Yeni Binada Önü Açık Göl Manzaralı 3+1 Arakat Daire,160.0,3+1,2.985.000,Cennet,
8449,"KÜÇÜKÇEKMECE TEPEÜSTÜNDE ASANSÖRLÜ OTOPARKLI 130 M2, 3+1 DAİRE",130.0,3+1,3.500.000,Merkez,Cumhuriyet Mah.
8450,ISTANBUL BEŞYOLDA SATILIK DAİRE 3+1 KAT 4 METROYA 5 MESAFEDE,150.0,3+1,1.500.000,Sefaköy,Gültepe Mh.
8451,DORUK GROUPTAN BASIN EKSPRESİN DİBİNDE FIRSAT DAİRE!!!,100.0,2+1,2.050.000,Sefaköy,İnönü Mh.
8452,Dublex sıfır yeni yapılan metroya 500m,170.0,5+1,2.200.000,Halkalı,Atatürk Mh.
8453,İKİTELLİ ATATÜRK MAH. SATILIK YENİ DAİRE 2+1 95M2,95.0,2+1,1.400.000,Halkalı,Mehmet Akif Mah.
8454,Sahibinden acil satılık kelepir daire,80.0,2+1,1.250.000,Merkez,Cumhuriyet Mah.
8455,Tek daire üzeri bina,115.0,2+1,1.750.000,Halkalı,Atatürk Mh.
8456,Yıldız Caddesinde Nezih Lokasyonda Satılık 3+1 Daire,125.0,3+1,2.600.000,Merkez,Cumhuriyet Mah.
8457,ÖZ GAYRİMENKUL DEN YENİ MAHALLEDE SATILIK BALKONLU YÜKSEK GİRİS,100.0,2+1,1.180.000,Cennet,Yeni Mahalle Mah.
8458,AKAY'DAN HALKALI MERKEZDE 85m2 2+1 GÜNEY CEPHE İSKANLI DAİRE,90.0,2+1,1.150.000,Halkalı,Halkalı Merkez Mh.
8459,ESEM EMLAKTAN HALKALININ EN GÜZEL BÖLGESİ KAVAKLIDA YATIRIMLIK,170.0,4+1,2.500.000,Halkalı,Halkalı Merkez Mh.
8460,Demircan'dan Ana Cadde üzerinde satılık 2+1 100m2 3.Kat Daire,100.0,2+1,1.850.000,Cennet,Yeni Mahalle Mah.
8461,GÜNEŞPARK EVLERİ 3 SAHİBİNDEN SATILIK 2+1 FULL TADİLATLI DAİRE,107.0,2+1,4.200.000,Halkalı,Atakent Mah.
8462,ATAKENT KAA GREEN SİTESİ SATILIK GÜNCEL 2+1,105.0,2+1,3.000.000,Halkalı,Atakent Mah.
8463,YİĞİT EMLAKTAN CENNET TE 5+2 300MT OTOPARKLI ASANSÖRLÜ DUBLEKS,300.0,5+2,4.700.000,Cennet,
8464,FEVZİÇAKMAK MAHALLESİNDE 2+1 1 KAT DAİRE ASANSÖRLÜ,95.0,2+1,1.900.000,Sefaköy,Fevzi Çakmak Mh.
8465,HALKALI AVRUPA KONUTLARI-3 TE SATILIK 3+1 DAİRE 6.500.000 TL,139.0,3+1,6.500.000,Halkalı,Halkalı Merkez Mh.
8466,satılık 2+1 daire,95.0,2+1,2.650.000,Merkez,Fatih Mah.
8467,AKILLIBİNA MARMARAY 50m 2ADET 3+1 KLİMALI BALKONSUZ&CAM BALKONLU,130.0,3+1,1.320.000,Merkez,Cumhuriyet Mah.
8468,CADDE EMLAK YEŞİLOVA MAH FLORYA METROBÜSÜN YANINDA 3+1 ARA KAT,110.0,3+1,2.650.000,Sefaköy,Yeşilova Mh.
8469,BARAN EMLAKTAN KAPALI CADDEDE ARA KAT ASANSÖRLÜ MASRAFSIZ,120.0,3+1,1.800.000,Cennet,
8470,CAN GAYRİMENKULDEN 3+1 GÖL MARİNDE EBEVEYN BANYOLU,130.0,3+1,4.000.000,Merkez,Fatih Mah.
8471,AKAY GAYRİMENKULDEN 140m2 3+1 4.KAT DAİRE 27mt HİSSE,145.0,3+1,1.100.000,Halkalı,Mehmet Akif Mah.
8472,ULUSOY'DAN SEFA PANORAMA EVLERİN'DE İSKANLI 2+1 132m2 3KAT,132.0,2+1,2.450.000,Sefaköy,İnönü Mh.
8473,EVALMAK GAYRİMENKULDEN 2+1 YÜKSEK GİRİŞ DAİRE BALKONLU,80.0,2+1,1.200.000,Sefaköy,Söğütlü Çeşme Mh.
8474,RAVZA'DAN FEVZİ ÇAKMAK MAHALLESİ'NDE 2+1 SATILIK,95.0,2+1,1.050.000,Sefaköy,Fevzi Çakmak Mh.
8475,Elitelifebeyaz... Sefaköy Fevzicakmak Mah. Satılık Daire,115.0,2+1,1.025.000,Sefaköy,Fevzi Çakmak Mh.
8476,ATATÜRK MAHALLESİ SATILIK 100 M2 DOĞALGAZLI 2+1 FUL DAİRE,100.0,2+1,880.000,Halkalı,Atatürk Mh.
8477,ULUSOY'DAN SEFAKÖY MERKEZE ÇOKYAKIN İSKANLI3+1 160m2TERS DUBLEKS,160.0,3+1,1.690.000,Sefaköy,Kartaltepe Mah.
8478,Sahibinden satılık acil,150.0,3+1,1.100.000,Halkalı,Atatürk Mh.
8479,ATAKENT 1. ETAP KUTLUTAŞ BLOKLARIN 1+1 GİRİŞ KATI SATILIK DAIRE,70.0,1+1,1.450.000,Halkalı,Atakent Mah.
8480,ATAKENT 2. ETAP TADİLATLI EŞYALI KULLANIMA HAZIR SATILIK 1+1,60.0,1+1,1.490.000,Halkalı,Atakent Mah.
8481,Halkalı Atakent 2.Etap Arena parka yürüme mesafesinde 1+1 Daire,65.0,1+1,1.495.000,Halkalı,Atakent Mah.
8482,DK GROUP'TAN 85 m'2 2+1 KOMBİLİ DAİRE CADDEYE YAKIN GÜNEY CEPHE,85.0,2+1,680.000,Halkalı,Atatürk Mh.
8483,SİTE İÇİNDE ÖNÜ AÇIK SATILIK 2+1 DAİRE,95.0,2+1,1.220.000,Sefaköy,Tevfik Bey Mah.
8484,SAHİBİNDEN,115.0,2+1,1.300.000,Sefaköy,Sultan Murat Mah.
8485,"SARAY EMLAK TAN SATILIK 2.5+1, 125M2 İKİTELLİNİN EN İYİ DAİRESİ",130.0,2.5+1,990.000,Halkalı,Atatürk Mh.
8486,TEKNİK YAPI METROPARK 155 m2 SATILIK DAİRE,155.0,3+1,6.620.000,Halkalı,Atatürk Mh.
8487,SEBA'dan YENİ MAHALLE'de 2+1 80m2 SIFIR GÖLE YAKIN YÜKSEK GİRİŞŞ,80.0,2+1,1.690.000,Cennet,Yeni Mahalle Mah.
8488,BARIŞ'TAN YENİ BİNADA GENİŞ MUTFAKLI 3+1 SIFIR DAİRE,120.0,3+1,2.500.000,Sefaköy,Yeşilova Mh.
8489,BAKIRCI'DAN KÜÇÜKÇEKMECE CUMHURİYET MAHLESİNDE SATILIK DAİRE 2+1,85.0,2+1,1.050.000,Merkez,Cumhuriyet Mah.
8490,İKİTELLİ ATATÜRK MAH DE SATILIK 2+1 75 METRE ARAKAT DAİRE,75.0,2+1,1.175.000,Halkalı,Atatürk Mh.
8491,"ROYAL'DEN MEDİPOL HST'NİN YANINDA 2+1 GENİŞ,ASANSÖRLÜ ARAKAT",85.0,2+1,1.300.000,Sefaköy,İnönü Mh.
8492,TEVFİKBEY'DE YENİ BİNADA SATILIK 2+1 85M2 BALKONLU YÜKSEK GİRİŞ.,85.0,2+1,1.325.000,Sefaköy,Tevfik Bey Mah.
8493,Göl manzaralı ferah içi tadilatli balkonlu esyali/ eşyasız,110.0,2+1,1.700.000,Merkez,Fatih Mah.
8494,TEKNİKYAPI METROPARK SİTESİ 1+1__65m2 SATILIK BOŞ DAİRE,65.0,1+1,2.000.000,Halkalı,Atatürk Mh.
8495,SATILIK 3+1 TEK DAİRE 1 KAT ARENA PARKA YAKIN,135.0,3+1,1.100.000,Halkalı,Mehmet Akif Mah.
8496,SARAY EMLAK TAN AZ KATLI BİNADA 17M2 HİSSELİ 80M2 SATILIK DAİRE,80.0,1+1,685.000,Halkalı,Mehmet Akif Mah.
8497,KÜÇÜKÇEKMECE NİVO PROJESİ KARŞISINDA SATILIK KULLANIŞLI DAİRE,80.0,2+1,620.000,Sefaköy,İnönü Mh.
8498,FEVZİÇAKMAK'TA 2021 YAPIMI İSKANLI BALKONLU YÜKSEK GİRİŞ DAİRE,85.0,2+1,1.500.000,Sefaköy,Fevzi Çakmak Mh.
8499,Cennet Mahallesinde Satılık 4+2 Çift Girişli 4 Banyolu Dubleks,180.0,4+2,4.400.000,Cennet,
8500,İNÖNÜ MAH. BİLGİ EVİ YAKININDA KAPALI OTOPARKLI NORMAL KAT DAİRE,120.0,3+1,1.650.000,Sefaköy,İnönü Mh.
8501,BEZİRGANBAHÇE TOKİ KONUTLARINDA SATILIK SÜPER 2+1 DAİRE,90.0,2+1,1.850.000,Merkez,İstasyon Mh.
8502,DEBAS EMLAKTAN SEFAKÖY İNÖNÜ MH 2+1 90 M21 KAT SIFIR ÖN CEHPE,90.0,2+1,1.530.000,Sefaköy,İnönü Mh.
8503,BIZIM MAHALLE 3'DE GÖL MANZARA ! EN SON KAT !1+1 FIRSAT DAIRE.,70.0,1+1,2.000.000,Halkalı,Halkalı Merkez Mh.
8504,TEVFİKBEY MAH'DE OCAK AYINDA TESLİM SİTE İÇİNDE 2+1 DAİRE,90.0,2+1,2.400.000,Sefaköy,Tevfik Bey Mah.
8505,ERVA'dan FEVZİÇAKMAK'da SATILIK KREDİLİ 2+1 85m YÜKSEK GİRİŞ,85.0,2+1,1.320.000,Sefaköy,Fevzi Çakmak Mh.
